Scheme Name	Plan	Category Name	Crisil Rating	AuM (Cr)	1W	1M	3M	6M	YTD	1Y	2Y	3Y	5Y	10Y
Mirae Asset NYSE FANG+ ETF FoF Dir Gr	Direct Plan	Global - Other			-0.62%	0.96%	-7.76%	-7.15%	-7.28%	31.35%	33.82%	47.94%		
DSP Wld Gld Mng Ovrs Eq Omni FoF Dir Gr	Direct Plan	Global - Other			3.89%	-20.89%	3.94%	24.36%	4.16%	111.94%	79.04%	47.18%	27.71%	17.93%
Mirae Asset S&P 500 Top50 ETF FoF Dir Gr	Direct Plan	Global - Other			1.24%	-3.42%	-6.24%	-0.46%	-4.86%	37.17%	29.71%	34.00%		
ICICI Pru Strat Mt & En EqFoF Dir Gr	Direct Plan	Global - Other			5.18%	1.44%	29.54%	43.43%	30.72%	81.72%	46.15%	32.90%		
SBI PSU Dir Gr	Direct Plan	Equity - Other			-0.68%	-11.83%	-1.92%	1.72%	-3.33%	10.45%	8.78%	31.15%	26.72%	15.70%
Motilal Oswal Nasdaq 100 Fd of Fd Dir Gr	Direct Plan	Global - Other			1.40%	2.81%	-0.10%	3.96%	-0.10%	27.22%	23.83%	29.86%	19.47%	
Motilal Oswal BSE Enh Val Idx Dir Gr	Direct Plan	Index Funds			-1.69%	-16.81%	-9.69%	-0.55%	-9.69%	11.30%	7.47%	29.83%		
Mirae Ast Glb X Art Int&Tch ETF FoF DrGr	Direct Plan	Global - Other			-6.95%	-7.28%	-8.28%	-3.37%	-7.36%	35.34%	22.22%	28.96%		
Kotak US Specific Equity Pasv FOF Dir Gr	Direct Plan	Global - Other			-3.26%	-3.23%	-4.45%	0.70%	-3.90%	28.64%	20.26%	28.58%	18.49%	
Invesco India PSU Equity Dir Gr	Direct Plan	Equity - Other			-1.69%	-12.17%	-7.79%	-5.18%	-9.18%	5.49%	5.74%	28.13%	24.40%	18.27%
Bandhan Small Cap Dir Gr	Direct Plan	Small-Cap	5.0		-2.45%	-9.27%	-12.28%	-11.31%	-12.28%	1.02%	10.16%	27.81%	22.01%	
Aditya BSL US Equity Pasv FOF Dir Gr	Direct Plan	Global - Other			-2.96%	-3.39%	-4.33%	0.57%	-3.89%	32.52%	20.03%	27.62%		
Aditya BSL PSU Equity Dir Gr	Direct Plan	Equity - Other			-2.57%	-12.73%	-4.62%	0.30%	-4.62%	7.96%	3.37%	27.59%	25.96%	
ICICI Pru NASDAQ 100 Index Dir Gr	Direct Plan	Global - Other			-4.34%	-4.28%	-5.06%	-0.85%	-4.23%	31.45%	19.56%	27.24%		
Axis NASDAQ 100 FoF Dir Gr	Direct Plan	Global - Other			-3.14%	-3.08%	-4.28%	0.87%	-3.74%	32.00%	19.95%	27.20%		
ICICI Prudential PSU Equity Dir Gr	Direct Plan	Equity - Other			-2.15%	-10.73%	-4.08%	-1.06%	-4.08%	5.63%	5.17%	26.81%		
Invesco Ind InvcEQQQNASDAQ100 ETFFoFDrGr	Direct Plan	Global - Other			-2.89%	-3.60%	-4.55%	0.46%	-4.55%	34.63%	20.23%	26.74%		
Edelweiss US Technology Equity FoF DirGr	Direct Plan	Global - Other			-7.12%	-4.43%	-11.40%	-10.77%	-11.40%	24.05%	13.70%	26.60%	12.62%	
Navi Nasdaq100 US Spcfc Eq Pasv FOFDirGr	Direct Plan	Global - Other			-3.41%	-4.11%	-4.87%	-0.51%	-4.87%	32.08%	19.77%	26.44%		
ICICI Pru Pharma Healthcare Diag Dir Gr	Direct Plan	Sector - Healthcare			-0.55%	-4.91%	-7.85%	-5.55%	-7.85%	1.98%	11.03%	26.30%	17.13%	
LIC MF Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure	4.0		-2.46%	-10.43%	-8.09%	-7.27%	-8.09%	5.05%	11.01%	26.28%	22.70%	17.01%
Kotak India Growth Ser 4 Dir Gr	Direct Plan	Large-Cap			0.22%	3.57%	16.53%	23.58%	4.86%	50.25%	26.55%	25.97%	28.13%	
SBI Healthcare Opportunities Dir Gr	Direct Plan	Sector - Healthcare			1.81%	-3.60%	-0.22%	-0.60%	-1.16%	1.99%	11.20%	25.69%	17.66%	13.36%
ICICI Pru Nifty Auto Index Dir Gr	Direct Plan	Index Funds			-0.66%	-15.50%	-14.63%	-10.41%	-15.54%	12.30%	5.80%	25.51%		
Franklin Build India Dir Gr	Direct Plan	Equity - Infrastructure	5.0		0.15%	-10.72%	-6.20%	-4.91%	-7.24%	3.86%	5.88%	25.32%	22.87%	18.39%
SBI US Specific Eq Actv FoF Dir Gr	Direct Plan	Global - Other			-3.33%	-5.86%	-1.00%	5.72%	-0.26%	37.79%	18.84%	25.29%	16.75%	
Mirae Asset Healthcare Dir Gr	Direct Plan	Sector - Healthcare			0.42%	-3.50%	-0.64%	0.95%	-0.64%	5.09%	11.81%	25.23%	16.77%	
UTI Healthcare Dir Gr	Direct Plan	Sector - Healthcare			1.01%	-4.68%	-3.30%	-4.14%	-4.25%	2.11%	11.27%	25.18%	15.49%	13.29%
WhiteOak Capital Mid Cap Dir Gr	Direct Plan	Mid-Cap	5.0		1.11%	-8.87%	-10.14%	-6.06%	-11.13%	6.88%	10.92%	25.15%		
ICICI Pru Trsptn & Logistics Dir Gr	Direct Plan	Equity - Other			-0.69%	-14.14%	-14.30%	-12.07%	-15.08%	10.40%	7.96%	25.01%		
Franklin India Opportunities Dir Gr	Direct Plan	Equity - Other			-0.37%	-11.82%	-12.77%	-11.35%	-13.60%	-0.51%	7.69%	24.78%	18.61%	16.47%
Bandhan US Spcfc Eq Act FOF Dir Gr	Direct Plan	Global - Other			-1.02%	-2.16%	-6.46%	-5.47%	-6.46%	25.30%	15.16%	24.57%		
Bank of India Manfactrg &Infra Dir Gr	Direct Plan	Equity - Infrastructure	5.0		0.88%	-7.16%	-5.98%	-1.32%	-6.92%	11.16%	9.04%	24.55%	21.75%	19.06%
DSP Nat Res & New Enrgy Dir Gr	Direct Plan	Equity - Other			2.39%	-5.33%	5.49%	12.34%	4.09%	24.10%	14.30%	24.55%	21.32%	19.94%
DSP India T.I.G.E.R. Dir Gr	Direct Plan	Equity - Infrastructure	4.0		0.68%	-8.77%	-3.65%	-3.50%	-4.80%	5.61%	7.09%	24.55%	23.12%	17.57%
ICICI Pru BHARAT 22 FOF Dir Gr	Direct Plan	Equity - Other			-0.44%	-10.38%	-3.66%	3.05%	-3.66%	9.07%	6.21%	24.41%	25.54%	
DSP Glb Innovt Ovs Eq Omni FoF Dir Gr	Direct Plan	Global - Other			-3.50%	-4.50%	-5.62%	-3.11%	-5.08%	25.64%	15.81%	24.33%		
Aditya BSL Pharma & Hlthcare Dir Gr	Direct Plan	Sector - Healthcare			-0.30%	-3.21%	-1.27%	0.21%	-1.27%	4.04%	8.26%	24.32%	14.97%	
Invesco India Mid Cap Dir Gr	Direct Plan	Mid-Cap	5.0		-0.57%	-11.72%	-13.68%	-11.17%	-14.46%	3.52%	11.45%	24.29%	19.35%	18.96%
Nippon India Power & Infra Dir Gr	Direct Plan	Equity - Other			-0.42%	-8.28%	-5.11%	-5.53%	-6.11%	2.72%	3.17%	24.03%	22.63%	17.75%
Canara Robeco Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure	4.0		-1.98%	-8.15%	-3.69%	-4.87%	-3.69%	6.18%	10.53%	24.02%	22.89%	16.95%
Nippon India Growth Mid Cap Dir Gr	Direct Plan	Mid-Cap	5.0		-0.33%	-11.49%	-8.60%	-6.44%	-9.54%	3.62%	9.00%	23.82%	20.49%	18.93%
ICICI Pru MidCap Dir Gr	Direct Plan	Mid-Cap	4.0		0.27%	-10.01%	-7.61%	-1.15%	-8.49%	12.00%	10.35%	23.64%	18.87%	17.13%
Edelweiss Mid Cap Dir Gr	Direct Plan	Mid-Cap	5.0		-2.06%	-10.45%	-11.68%	-6.25%	-11.68%	3.77%	11.21%	23.45%	20.18%	19.12%
HSBC Midcap Dir Gr	Direct Plan	Mid-Cap	4.0		0.41%	-9.32%	-8.64%	-5.51%	-9.30%	8.67%	8.85%	23.23%	17.19%	17.24%
HDFC Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure	3.0		-2.06%	-11.69%	-11.57%	-10.92%	-11.57%	-2.23%	1.73%	23.22%	22.55%	12.59%
DSP Wld Mng Ovrs Eq Omni FoF Dir Gr	Direct Plan	Global - Other			3.03%	-13.01%	11.18%	32.12%	11.35%	84.30%	38.78%	23.17%	18.73%	19.26%
Nippon India Pharma Dir Gr	Direct Plan	Sector - Healthcare			0.59%	-4.85%	-2.80%	-0.82%	-3.66%	2.68%	7.83%	23.11%	15.52%	15.12%
DSP US Specific Eq Omni FoF Dir Gr	Direct Plan	Global - Other			-4.78%	-3.23%	-2.14%	6.03%	-1.65%	41.81%	20.00%	23.11%	16.19%	16.90%
Mahindra Manulife Mid Cap Dir Gr	Direct Plan	Mid-Cap	5.0		-1.92%	-9.53%	-8.58%	-4.08%	-8.58%	3.21%	7.23%	23.04%	19.71%	
ICICI Pru Manufacturing Dir Gr	Direct Plan	Equity - Other			-1.87%	-10.81%	-8.06%	-6.52%	-8.06%	6.82%	5.26%	23.03%	19.94%	
Tata India Pharma & Healthcare Dir Gr	Direct Plan	Sector - Healthcare			0.50%	-6.30%	-5.70%	-5.64%	-6.65%	-0.38%	7.47%	23.00%	15.61%	13.43%
Bandhan Trsptn and Logistics Dir Gr	Direct Plan	Equity - Other			-0.71%	-14.24%	-13.95%	-11.32%	-14.50%	12.85%	6.93%	22.88%		
Motilal Oswal S&P 500 Index Dir Gr	Direct Plan	Global - Other			-2.52%	-4.16%	-3.01%	1.13%	-2.37%	26.03%	17.23%	22.83%	15.90%	
ICICI Pru Nfty Phrm Idx Dir Gr	Direct Plan	Index Funds			0.80%	-3.20%	-1.28%	3.62%	-2.08%	5.44%	8.32%	22.80%		
Mahindra Manulife Small Cap Dir Gr	Direct Plan	Small-Cap	5.0		1.04%	-7.33%	-10.17%	-9.04%	-11.37%	1.54%	4.20%	22.76%		
HDFC Mid Cap Dir Gr	Direct Plan	Mid-Cap	5.0		-1.70%	-10.96%	-11.27%	-5.83%	-11.27%	4.56%	7.91%	22.60%	20.49%	18.31%
Sundaram Mid Cap Dir Gr	Direct Plan	Mid-Cap	4.0		0.36%	-10.82%	-10.57%	-6.81%	-11.51%	3.55%	8.34%	22.60%	18.16%	15.46%
UTI Transportation & Logistics Dir Gr	Direct Plan	Equity - Other			-0.48%	-13.91%	-14.44%	-13.48%	-15.20%	9.70%	4.54%	22.56%	18.12%	12.78%
ITI Small Cap Dir Gr	Direct Plan	Small-Cap	3.0		-1.60%	-8.02%	-10.94%	-9.83%	-10.94%	-0.42%	5.42%	22.54%	16.97%	
HDFC Dev Wld Ovrs Eq Pasv FoF Dir Gr	Direct Plan	Global - Other			-1.58%	-4.00%	-0.86%	4.41%	-0.83%	28.31%	18.98%	22.42%		
ITI Mid Cap Dir Gr	Direct Plan	Mid-Cap	4.0		-2.57%	-11.54%	-13.20%	-6.16%	-13.20%	1.59%	4.93%	22.19%	16.23%	
Motilal Oswal Large & Midcap Dir Gr	Direct Plan	Large & Mid-Cap	5.0		-2.64%	-8.37%	-11.17%	-12.53%	-11.17%	2.46%	8.68%	21.95%	18.82%	
PGIM India Em Mkts Equity FoF Dir Gr	Direct Plan	Global - Other			-0.70%	-9.68%	7.16%	8.97%	7.73%	27.92%	22.11%	21.94%	4.02%	6.40%
Kotak Multicap Dir Gr	Direct Plan	Multi-Cap	5.0		-0.46%	-11.22%	-12.47%	-8.45%	-13.15%	3.44%	4.77%	21.93%		
Bandhan Large & Mid Cap Dir Gr	Direct Plan	Large & Mid-Cap	5.0		-0.26%	-10.32%	-11.27%	-7.38%	-11.96%	1.94%	7.37%	21.84%	18.06%	16.80%
DSP Healthcare Fund Dir Gr	Direct Plan	Sector - Healthcare			0.39%	-5.49%	-7.39%	-5.95%	-7.95%	-2.51%	6.18%	21.83%	15.08%	
Invesco India Smallcap Dir Gr	Direct Plan	Small-Cap	5.0		-1.72%	-10.45%	-11.76%	-9.68%	-11.76%	1.26%	7.84%	21.80%	20.71%	
Axis Nifty Smallcap 50 Index Dir Gr	Direct Plan	Index Funds			-1.83%	-10.15%	-13.27%	-11.08%	-13.27%	-3.10%	2.95%	21.79%		
Navi Ttl Stck Mrkt US SpcfcEqPsvFoFDirGr	Direct Plan	Global - Other			-2.32%	-3.82%	-1.66%	2.05%	-1.66%	27.34%	17.61%	21.76%		
Aditya BSL Nifty SmCp 50 Idx Dir Gr	Direct Plan	Index Funds			-1.81%	-10.15%	-13.29%	-11.15%	-13.29%	-3.30%	3.12%	21.74%		
Invesco India large& mid cap Dir Gr	Direct Plan	Large & Mid-Cap	5.0		-0.43%	-11.64%	-12.89%	-12.12%	-13.62%	0.73%	8.12%	21.70%	16.10%	16.34%
360 ONE Quant Dir Gr	Direct Plan	Equity - Other			-0.39%	-13.76%	-12.80%	-10.26%	-13.91%	-2.15%	3.22%	21.70%		
JM Midcap Dir Gr	Direct Plan	Mid-Cap	4.0		-2.18%	-9.60%	-11.74%	-11.07%	-11.74%	-1.81%	6.06%	21.63%		
HSBC Brazil Dir Gr	Direct Plan	Global - Other			1.15%	-2.41%	18.51%	26.60%	18.51%	60.14%	19.38%	21.58%	10.70%	7.82%
Motilal Oswal ELSS Tax Saver Dir Gr	Direct Plan	ELSS (Tax Savings)	4.0		-0.72%	-5.17%	-8.19%	-10.08%	-9.07%	1.48%	6.57%	21.55%	16.97%	17.33%
LIC MF Healthcare Dir Gr	Direct Plan	Sector - Healthcare			0.22%	-4.59%	-5.77%	-5.15%	-5.77%	-2.06%	8.74%	21.47%	12.41%	
ICICI Pru Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure	5.0		0.50%	-10.49%	-9.67%	-8.73%	-10.93%	-0.71%	3.97%	21.41%	24.40%	18.14%
Axis Value Dir Gr	Direct Plan	Value	5.0		-2.09%	-10.61%	-10.83%	-6.06%	-10.83%	2.18%	7.73%	21.31%		
Edelweiss Europe Dyn Eq Offshore Dir Gr	Direct Plan	Global - Other			-1.10%	-7.06%	0.42%	9.50%	0.42%	32.47%	21.28%	21.30%	15.24%	12.11%
Navi Nifty Ind Manufacturing Idx Dir Gr	Direct Plan	Index Funds			-1.92%	-10.84%	-8.75%	-4.91%	-8.75%	7.74%	7.31%	21.19%		
Sundaram Infrastructure Adv Dir Gr	Direct Plan	Equity - Infrastructure	3.0		0.41%	-9.33%	-5.61%	-3.80%	-6.68%	5.77%	5.63%	21.10%	18.26%	15.27%
HSBC Global Emerging Markets Dir Gr	Direct Plan	Global - Other			-0.29%	-9.23%	7.16%	15.09%	7.08%	44.12%	27.36%	21.03%	7.91%	11.41%
Axis Nifty Midcap 50 Index Dir Gr	Direct Plan	Index Funds			-2.84%	-10.68%	-13.11%	-5.92%	-13.11%	3.20%	5.41%	21.01%		
Edelweiss MSCI India D&W HC 45 Dir Gr	Direct Plan	Index Funds			0.89%	-5.12%	-1.86%	4.30%	-2.21%	7.68%	9.40%	21.01%	14.03%	
Mirae Ast Nifty Ind Mg ETF FoF Dr Gr	Direct Plan	Equity - Other			-2.22%	-11.02%	-9.01%	-5.19%	-9.01%	7.42%	7.03%	20.83%		
Kotak Manufacture in India Dir Gr	Direct Plan	Equity - Other			-1.24%	-9.88%	-7.52%	-3.26%	-7.52%	8.98%	7.98%	20.81%		
ICICI Pru India Opports Dir Gr	Direct Plan	Equity - Other			-1.96%	-10.22%	-11.55%	-5.56%	-11.55%	1.67%	7.19%	20.78%	21.98%	
HSBC Value Dir Gr	Direct Plan	Value	5.0		0.21%	-10.43%	-10.18%	-5.68%	-11.22%	4.45%	6.49%	20.72%	18.48%	16.70%
HSBC Multi Cap Dir Gr	Direct Plan	Multi-Cap	5.0		0.25%	-10.46%	-10.90%	-8.60%	-11.72%	1.19%	4.36%	20.68%		
ICICI Pru Dividend Yield Eq Dir Gr	Direct Plan	Dividend Yield			-0.71%	-10.52%	-10.21%	-6.74%	-10.96%	0.37%	5.42%	20.59%	21.02%	16.86%
Bank of India Flexi Cap Fund Dir Gr	Direct Plan	Flexi Cap	5.0		-2.22%	-8.26%	-9.71%	-7.13%	-9.71%	1.64%	4.12%	20.59%	18.23%	
Aditya BSL Manufacturing Eq Dir Gr	Direct Plan	Equity - Other			0.32%	-8.32%	-5.94%	-2.91%	-6.88%	6.67%	8.03%	20.56%	14.01%	13.61%
Quant Value Dir Gr	Direct Plan	Value	4.0		-2.33%	-7.97%	-9.72%	-6.19%	-9.72%	1.88%	-0.05%	20.46%		
Axis Global Equity Alpha FOF Dir Gr	Direct Plan	Global - Other			-3.01%	-5.48%	-3.65%	0.67%	-3.66%	23.31%	16.46%	20.46%	14.28%	
Axis Multicap Dir Gr	Direct Plan	Multi-Cap	5.0		-1.98%	-10.32%	-11.50%	-9.26%	-11.50%	-0.82%	6.73%	20.44%		
ITI Pharma and Healthcare Dir Gr	Direct Plan	Sector - Healthcare			-0.71%	-4.59%	-5.70%	-5.85%	-5.70%	-4.05%	6.33%	20.42%		
Invesco India Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure	4.0		-1.05%	-10.73%	-10.14%	-13.50%	-10.87%	-5.13%	0.31%	20.41%	19.93%	17.55%
Baroda BNP P Mid Cap Dir Gr	Direct Plan	Mid-Cap	4.0		0.99%	-9.27%	-7.70%	-3.57%	-8.49%	5.23%	7.64%	20.40%	17.24%	16.83%
Edelweiss Emer Mkt Opp Dir Gr	Direct Plan	Global - Other			-3.13%	-7.37%	9.61%	17.91%	9.61%	50.06%	27.24%	20.33%	6.64%	11.30%
Bank of India Multi Cap Dir Gr	Direct Plan	Multi-Cap			0.35%	-8.29%	-9.54%	-3.90%	-10.38%	4.35%	6.42%	20.28%		
HSBC Asia Pacific(Ex Jap)Div Yld Dir Gr	Direct Plan	Global - Other			0.25%	-6.97%	5.46%	11.14%	5.37%	43.26%	26.85%	20.20%	10.53%	12.77%
SBI Nifty Midcap 150 Index Dir Gr	Direct Plan	Index Funds			-0.11%	-11.09%	-11.86%	-7.57%	-12.71%	1.85%	4.72%	20.16%		
Aditya BSL Glb Exc Eq FoF Dir Gr	Direct Plan	Global - Other			-0.47%	-5.52%	-1.89%	2.88%	-1.14%	19.51%	12.37%	20.14%	14.33%	8.22%
Kotak Pioneer Dir Gr	Direct Plan	Equity - Other			-0.44%	-8.32%	-10.39%	-10.28%	-10.93%	5.60%	7.47%	20.14%	15.12%	
Motilal Oswal Nifty Midcap 150 Idx DirGr	Direct Plan	Index Funds			-2.53%	-11.08%	-12.66%	-7.46%	-12.66%	2.08%	5.00%	20.11%	17.17%	
Tata Mid Cap Dir Gr	Direct Plan	Mid-Cap	4.0		-0.22%	-10.42%	-11.00%	-6.02%	-11.77%	3.21%	5.59%	20.09%	16.65%	16.82%
Bandhan Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure	3.0		-1.45%	-12.37%	-12.95%	-15.04%	-13.79%	-8.68%	-0.85%	20.09%	18.95%	16.43%
Franklin U.S. Opps Eq Actv FoF Dir Gr	Direct Plan	Global - Other			-4.59%	-5.29%	-7.81%	-7.85%	-7.10%	15.22%	8.62%	20.07%	10.16%	15.49%
SBI ELSS Tax Saver Dir Gr	Direct Plan	ELSS (Tax Savings)	5.0		-0.81%	-11.96%	-12.96%	-8.33%	-13.68%	-3.63%	3.39%	20.07%	17.31%	14.84%
Edelweiss Nifty Mdcp150 Momt 50 Dr Gr	Direct Plan	Index Funds			-2.91%	-11.76%	-12.00%	-7.46%	-12.00%	-2.33%	1.07%	19.99%		
ICICI Pru Business Cycle Dir Gr	Direct Plan	Equity - Other			-0.46%	-12.10%	-12.23%	-8.72%	-12.94%	1.19%	4.59%	19.97%	17.52%	
Aditya BSL Nifty MdCp 150 Idx Dir Gr	Direct Plan	Index Funds			-2.54%	-11.10%	-12.71%	-7.58%	-12.71%	1.81%	4.70%	19.96%		
UTI Large & Mid Cap Dir Gr	Direct Plan	Large & Mid-Cap	4.0		-0.62%	-10.51%	-11.61%	-5.79%	-12.38%	1.29%	7.13%	19.92%	16.63%	14.39%
SBI Comma Dir Gr	Direct Plan	Equity - Other			0.81%	-8.33%	-2.84%	1.00%	-4.34%	11.83%	8.53%	19.87%	14.88%	17.22%
Nippon India Nifty Midcap 150 Idx Dir Gr	Direct Plan	Index Funds			-2.52%	-11.06%	-12.66%	-7.46%	-12.66%	1.93%	4.78%	19.86%	16.94%	
Nippon India Value Dir Gr	Direct Plan	Value	5.0		-0.88%	-11.69%	-12.27%	-9.57%	-13.07%	-2.83%	3.48%	19.84%	16.59%	16.16%
ICICI Pru Nifty Midcap 150 Idx Dir Gr	Direct Plan	Index Funds			-2.52%	-11.06%	-12.67%	-7.51%	-12.67%	1.96%	4.75%	19.77%		
ICICI Pru Focused Equity Dir Gr	Direct Plan	Focused Fund	5.0		-0.88%	-11.94%	-14.48%	-9.12%	-15.06%	0.32%	6.63%	19.76%	17.36%	15.82%
Tata Nifty Midcap 150 Momt 50 Dir Gr	Direct Plan	Index Funds			-0.11%	-11.77%	-11.17%	-7.45%	-12.00%	-2.34%	0.69%	19.76%		
Navi Nifty Midcap 150 Index Dir Gr	Direct Plan	Index Funds			-2.53%	-11.09%	-12.70%	-7.56%	-12.70%	1.77%	4.67%	19.75%		
Kotak Midcap Dir Gr	Direct Plan	Mid-Cap	4.0		0.43%	-10.81%	-9.35%	-9.43%	-10.48%	4.28%	10.23%	19.69%	17.68%	18.64%
Union Midcap Dir Gr	Direct Plan	Mid-Cap	4.0		-2.17%	-10.27%	-10.20%	-7.02%	-10.20%	4.16%	7.63%	19.66%	17.25%	
HSBC Infrastructure Fund Dir Gr	Direct Plan	Equity - Infrastructure	4.0		-0.06%	-10.26%	-6.95%	-7.64%	-8.03%	-1.24%	3.87%	19.64%	19.83%	16.77%
Aditya BSL Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure	2.0		0.61%	-10.33%	-7.30%	-7.38%	-8.13%	1.62%	2.88%	19.61%	18.03%	14.98%
Aditya BSL Special Opports Dir Gr	Direct Plan	Equity - Other			-1.87%	-9.67%	-12.56%	-5.08%	-12.56%	5.92%	8.56%	19.48%	15.23%	
Invesco India Glb Eq Inc FoF Dr Gr	Direct Plan	Global - Other			0.29%	-6.34%	-0.67%	1.71%	-0.39%	20.07%	17.02%	19.45%	15.17%	12.89%
Invesco India Focused Dir Gr	Direct Plan	Focused Fund	4.0		-2.36%	-10.10%	-14.29%	-16.19%	-14.29%	-10.71%	1.90%	19.35%	14.72%	
Motilal Oswal Flexicap Dir Gr	Direct Plan	Flexi Cap	2.0		0.09%	-9.30%	-14.56%	-14.29%	-15.11%	-9.74%	3.84%	19.32%	10.90%	12.97%
ITI Flexi Cap Dir Gr	Direct Plan	Flexi Cap	5.0		-2.80%	-10.87%	-12.46%	-7.75%	-12.46%	1.59%	4.48%	19.26%		
Invesco India Financial Serv Dir Gr	Direct Plan	Sector - Financial Services	5.0		-0.17%	-12.82%	-11.71%	-4.28%	-12.44%	4.20%	9.59%	19.26%	14.80%	16.65%
Motilal Oswal Midcap Dir Gr	Direct Plan	Mid-Cap	3.0		-0.38%	-9.31%	-17.34%	-17.94%	-18.25%	-12.14%	1.89%	19.23%	21.24%	16.98%
Nippon India Multi Cap Dir Gr	Direct Plan	Multi-Cap	4.0		-0.64%	-10.46%	-10.80%	-10.17%	-11.54%	-0.64%	5.00%	19.12%	19.73%	15.71%
SBI Long Term Advnt Fd Series V Dir Gr	Direct Plan	ELSS (Tax Savings)			-2.65%	-12.20%	-14.30%	-13.81%	-14.30%	0.41%	13.35%	19.06%	15.49%	
Kotak Glb EM Ovrs Eq Omni FOF Dir Gr	Direct Plan	Global - Other			0.20%	-9.09%	5.68%	10.27%	5.64%	42.37%	23.03%	19.04%	7.85%	10.69%
DSP Value Dir Gr	Direct Plan	Value	4.0		0.02%	-6.95%	-5.85%	-1.89%	-6.56%	8.19%	9.23%	18.97%	15.14%	
Kotak Glb Innovt Ovrs Eq Omni FOF Dir Gr	Direct Plan	Global - Other			-4.24%	-5.68%	-5.29%	-0.32%	-4.75%	26.04%	13.26%	18.96%		
Bandhan Midcap Dir Gr	Direct Plan	Mid-Cap	3.0		-2.05%	-9.89%	-10.22%	-9.25%	-10.22%	2.36%	6.48%	18.94%		
Franklin India Mid Cap Dir Gr	Direct Plan	Mid-Cap	3.0		-0.35%	-11.15%	-13.84%	-10.15%	-14.60%	-3.89%	6.04%	18.94%	14.83%	14.98%
DSP Midcap Dir Gr	Direct Plan	Mid-Cap	3.0		0.23%	-11.11%	-9.48%	-8.22%	-10.59%	2.83%	7.97%	18.93%	12.92%	15.33%
ICICI Pru Large & Mid Cap Dir Gr	Direct Plan	Large & Mid-Cap	5.0		-0.43%	-11.09%	-11.62%	-7.67%	-12.50%	0.13%	6.19%	18.92%	18.50%	16.27%
Axis Global Innovation FoF Dir Gr	Direct Plan	Global - Other			-3.71%	-3.71%	-5.88%	-3.36%	-5.88%	21.57%	13.21%	18.79%		
WhiteOak Capital ELSS Tax Saver DirGr	Direct Plan	ELSS (Tax Savings)	5.0		0.01%	-9.91%	-13.41%	-10.54%	-14.05%	-3.09%	6.16%	18.77%		
Mahindra Manulife Multi Cap Dir Gr	Direct Plan	Multi-Cap	4.0		-1.77%	-9.61%	-10.18%	-5.79%	-10.18%	2.41%	5.28%	18.77%	17.76%	
Union Small Cap Dir Gr	Direct Plan	Small-Cap	3.0		-0.81%	-8.40%	-6.91%	-5.78%	-6.91%	7.05%	7.17%	18.75%	17.68%	16.03%
SBI Banking & Financial Svcs Dir Gr	Direct Plan	Sector - Financial Services	5.0		-1.68%	-14.42%	-12.98%	-6.67%	-13.79%	3.00%	10.58%	18.73%	12.98%	17.17%
Nippon India Small Cap Dir Gr	Direct Plan	Small-Cap	5.0		-0.08%	-9.52%	-10.74%	-11.22%	-11.68%	-1.40%	2.67%	18.73%	21.11%	20.80%
DSP Small Cap Dir Gr	Direct Plan	Small-Cap	4.0		0.56%	-10.02%	-9.21%	-8.53%	-10.35%	3.60%	6.72%	18.69%	18.38%	16.59%
Motilal Oswal BSE Fi ex Bk 30 Dir Gr	Direct Plan	Index Funds			-4.04%	-15.21%	-16.80%	-11.01%	-16.80%	-1.90%	4.98%	18.62%		
Kotak Contra Dir Gr	Direct Plan	Contra			-0.47%	-12.04%	-12.17%	-8.37%	-12.89%	0.60%	4.56%	18.55%	15.77%	16.99%
Mirae Asset Midcap Dir Gr	Direct Plan	Mid-Cap	3.0		-2.66%	-11.19%	-13.59%	-8.58%	-13.59%	6.05%	5.90%	18.55%	16.73%	
Axis Midcap Dir Gr	Direct Plan	Mid-Cap	4.0		0.18%	-9.83%	-8.19%	-7.54%	-9.04%	2.37%	7.34%	18.49%	14.82%	17.63%
Aditya BSL Mid Cap Dir Gr	Direct Plan	Mid-Cap	2.0		-0.11%	-10.73%	-12.50%	-8.88%	-13.17%	-1.31%	5.45%	18.45%	15.59%	14.07%
Aditya BSL Value Dir Gr	Direct Plan	Value	3.0		-0.02%	-9.94%	-10.89%	-5.55%	-11.81%	-0.72%	1.83%	18.44%	15.14%	12.81%
DSP Large & Mid Cap Fund Dir Gr	Direct Plan	Large & Mid-Cap	4.0		-0.26%	-11.83%	-12.24%	-7.67%	-13.09%	-2.76%	6.73%	18.42%	14.78%	15.61%
ICICI Pru Commodities Dir Gr	Direct Plan	Equity - Other			1.29%	-10.65%	-6.06%	-2.34%	-7.06%	9.44%	7.43%	18.31%	21.11%	
HDFC Flexi Cap Dir Gr	Direct Plan	Flexi Cap	5.0		-2.51%	-11.72%	-12.15%	-8.95%	-12.15%	-0.89%	7.10%	18.24%	18.69%	16.68%
